model,multiclass_logloss,class4_accuracy,binary_logloss,class2_accuracy,perplexity
LogisticRegression,0.9140677134712362,0.6533333333333333,0.39484441429646344,0.8666666666666667,1.4841532599274976
RandomForest,0.7898848328804651,0.6622222222222223,0.3442006316893897,0.8533333333333334,1.4108616706742998
